DIAGNOSTIC,PS32K,CACHESIZE,HAVE_STATISTICS,PS16K,HAVE_REPLICATION,PS8K,HAVE_CRYPTO,HAVE_SEQUENCE,CS16MB,PS1K,HAVE_VERIFY,CS32MB,HAVE_HASH,CS64MB,PAGESIZE,CS512MB,PS4K,PERFORMANCE
0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,2.033153026
0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,2.039595333
0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,39.00909208
0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,38.99113622
0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,39.00793059
0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,39.01279669
0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,5.840663154
0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,5.831515282
0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,5.830839744
0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,5.831765895
0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,10.92611247
0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,10.90660771
0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,10.90993634
0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,10.90369734
0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,21.27680149
0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,21.28681595
0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,21.24256721
0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,21.23933637
0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,2.039036923
0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,2.039566949
0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,2.042558872
0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,2.043493154
0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,38.98316397
0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,39.00602618
0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,38.94923084
0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,38.94895495
0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,5.842219359
0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,5.843454359
0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,5.850171205
0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,5.849224615
0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,10.92807113
0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,10.90256156
0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,10.90541476
0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,10.91288179
0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,21.2449133
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,21.23990885
0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,21.24752844
0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,21.28366354
0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,2.043632769
0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,2.042111205
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2.036082205
0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,2.035019436
0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,39.02826897
0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,39.05250959
0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,38.97661833
0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,38.98020268
0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,5.827725897
0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,5.832610553
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,5.839342795
0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,5.837921359
0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,10.9212017
0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,10.91687084
0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,10.90934995
0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,10.93460194
1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,21.24809367
1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,21.26633738
1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,21.27906728
1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,21.27387846
1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,2.068593897
1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,2.070339821
1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,2.066526564
1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,2.070024026
1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,38.86942789
1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,38.94602295
1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,38.87262168
1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,38.91601003
1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,5.85187241
1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,5.856607385
1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,5.859573946
1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,5.85589759
1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,10.91855879
1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,10.92307914
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,10.92486097
1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,10.92414672
1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,21.21048718
1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,21.21982923
1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,21.19731388
1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,21.24259379
1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,2.082618514
1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,2.086981154
1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,2.084624667
1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,2.081410868
1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,38.84268339
1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,38.87943553
1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,38.93445516
1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,38.93078174
1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,5.867085897
1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,5.863638538
1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,5.864317231
1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,5.852089974
1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,10.93623945
1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,10.91237077
1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,10.91765413
1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,10.91546045
0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,21.21916692
0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,21.25770615
0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,21.21706726
0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,21.21028228
0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,2.035775359
0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,2.0317665
0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,2.029988158
0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,2.030978897
0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,38.92761239
0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,39.01300369
0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,39.01704558
0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,39.00840567
0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,5.835258487
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,5.831420615
0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,5.822267081
0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,5.841156333
0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,10.89054357
0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,10.89816197
0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,10.89870561
0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,10.91766595
0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,21.29130263
0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,21.27879349
0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,21.25626187
0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,21.30400905
0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,2.042819128
0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,2.036845128
0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,2.029312872
0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,2.037777795
0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,39.01311179
0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,39.06989821
0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,39.06778558
0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,39.01908503
0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,5.834275359
0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,5.830595154
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,5.831420667
0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,5.844405821
0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,10.93023948
0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,10.91928708
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,10.92207521
0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,10.93008946
1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,21.19271616
1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,21.20058095
1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,21.18781623
1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,21.18982361
1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,2.073045974
1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2.061260256
1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2.065123513
1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,2.063625103
1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,38.82578332
1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,38.89366166
1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,38.84570881
1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,38.90072723
1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,5.841889205
1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,5.840719641
1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,5.845099846
1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,5.833382179
1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,10.91973362
1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,10.89621785
1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,10.90099747
1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,10.90126353
0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,21.21881067
0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,21.25198963
0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,21.26503444
0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,21.24863892
0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,2.020166487
0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2.019381026
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2.01851
0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,2.021377846
0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,39.02837232
0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,38.95362455
0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,39.03411847
0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,39.04160611
0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,5.830875154
0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,5.816062615
0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,5.82225175
0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,5.829274684
0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,10.89249438
0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,10.88968562
0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,10.89260928
0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,10.89367074
1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,21.28421035
1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,21.24733903
1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,21.26677146
1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,21.28273598
1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,2.087765026
1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,2.088095846
1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,2.088230974
1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,2.085378897
1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,38.9563177
1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,38.87018743
1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,38.88686261
1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,38.91063895
1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,5.862114026
1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,5.865893846
1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,5.871295513
1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,5.868268333
1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,10.94271159
1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,10.9580576
1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,10.93962545
1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,10.95625863
1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,21.29849746
1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,21.25348403
1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,21.25690116
1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,21.25621059
1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,2.083124538
1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,2.084313769
1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,2.080850769
1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,2.079382795
1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,38.92680193
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,38.882196
1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,38.863411
1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,38.80891061
1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,5.867254282
1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,5.870778
1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,5.853950641
1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,5.852764615
1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,10.96775018
1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,10.93730717
1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,10.93485472
1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,10.94501723
1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,21.26743787
1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,21.24745624
1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,21.22738124
1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,21.26638163
1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,2.069084462
1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,2.086284487
1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,2.070425333
1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,2.072053417
1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,38.90000346
1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,38.93511028
1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,38.93174535
1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,38.96730589
1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,5.851130949
1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,5.858542026
1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,5.852594763
1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,5.841602487
1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,10.92417518
1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,10.96258695
1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,10.92321956
1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,10.92266743
0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,21.23429379
0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,21.26385503
0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,21.23010951
0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,21.27565223
0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,2.028232385
0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,2.023702684
0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,2.022311795
0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,2.028941
0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,38.97295603
0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,38.99049205
0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,39.01656905
0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,38.95838513
0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,5.827496568
0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,5.817306641
0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,5.830763211
0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,5.832646897
0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,10.92684557
0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,10.90354872
0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,10.90408074
0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,10.90222324
0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,21.23950424
0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,21.28593639
0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,21.28085673
0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,21.23173941
0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,2.037250308
0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,2.032915385
0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,2.026550923
0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,2.02788659
0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,39.04093898
0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,38.99376582
0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,38.97590921
0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,38.98131497
0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,5.824390553
0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,5.823123538
0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,5.822781897
0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,5.840041103
0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,10.92139859
0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,10.89938603
0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,10.90138211
0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,10.90057685
1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,21.20157997
1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,21.23433421
1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,21.24971803
1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,21.23409808
1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,2.076959949
1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,2.072753359
1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,2.074634128
1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,2.074797667
1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,38.93075447
1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,38.96696446
1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,38.87010213
1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,38.89864324
1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,5.858944237
1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,5.849095154
1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,5.856261615
1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,5.854176513
1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,10.90663063
1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,10.93873608
1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,10.91923203
1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,10.91623082
0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,21.22654941
0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,21.26151403
0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,21.26024846
0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,21.22060155
0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,2.021701308
0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,2.015807462
0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,2.015726744
0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,2.015600211
0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,38.96340792
0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,39.03786358
0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,38.98365031
0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,39.01736428
0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,5.823074333
0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,5.825217368
0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,5.825628821
0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,5.824757897
0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,10.91935169
0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,10.89773218
0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,10.91743365
0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,10.91810426
0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,21.26396933
0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,21.27247195
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,21.23596
0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,21.24382928
0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,2.034242769
0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,2.023618487
0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,2.024376974
0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,2.02317365
0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,38.93368974
0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,38.97941153
0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,39.02071011
0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,39.02855626
0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,5.825731949
0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,5.812975308
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,5.826683026
