no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref_1,ref_5,ref_9,PERFORMANCE
1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,271.38
1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,263.3633333
1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,279.0833333
1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,269.5233333
1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,304.96
1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,310.2266667
1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,305.1466667
1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,276.1033333
1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,266.51
1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,310.3266667
1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,295.3533333
1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,295.4233333
1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,299.8133333
1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,299.7966667
1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,271.4166667
1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,279.0966667
1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,263.4033333
1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,269.5833333
1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,305.0266667
1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,266.22
1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,295.4133333
1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,310.2633333
1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,299.6766667
1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,271.4033333
1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,279.0133333
1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,305.1033333
1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,310.2533333
1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,263.3733333
1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,295.41
1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,269.4933333
1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,266.2733333
1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,299.6766667
1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,257.9733333
1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,264.2933333
1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,247.73
1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,252.9633333
1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,257.9266667
1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,247.5066667
1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,264.2866667
1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,253.01
1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,258.1133333
1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,305.4
1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,264.38
1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,257.8766667
1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,264.33
1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,247.7166667
1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,247.6933333
1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,253.1266667
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,253.08
1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,257.4633333
1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,263.91
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,247.4833333
1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,304.9
1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,252.8266667
1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,257.4066667
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,247.6666667
1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,263.8466667
1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,252.78
1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,257.45
1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,263.8533333
1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,257.53
1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,263.92
1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,247.5166667
1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,310.58
1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,247.5366667
1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,252.7366667
1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,252.63
1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,287.1133333
1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,291.6433333
1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,275.97
1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,279.84
1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,287.1066667
1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,275.96
1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,291.53
1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,310.1766667
1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,279.7566667
1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,286.3533333
1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,291.14
1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,286.3266667
1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,291.0566667
1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,275.4533333
1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,275.4266667
1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,279.2233333
1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,279.2166667
1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,287.0533333
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,295.47
1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,291.4833333
1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,275.9866667
1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,279.8533333
1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,286.47
1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,275.39
1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,291.2766667
1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,279.13
1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,287.0633333
1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,291.5866667
1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,286.4566667
1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,299.66
1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,291.2366667
1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,276.0733333
1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,275.46
1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,279.9266667
1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,279.2466667
1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,444.6
1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,446.6333333
1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,515.5433333
1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,518.1433333
1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,438.1966667
1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,295.3666667
1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,507.75
1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,439.6066667
1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,509.2733333
1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,444.3333333
1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,446.6
1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,437.9333333
1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,439.26
1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,515.6633333
1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,507.39
1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,517.1233333
1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,275.4266667
1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,299.6366667
1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,508.6233333
1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,383.0533333
1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,382.12
1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,449.28
1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,448.53
1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,382.8833333
1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,449.1333333
1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,382.01
1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,448.11
1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,380.6633333
1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,305.26
1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,379.4566667
1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,380.2766667
1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,379.4
1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,445.8366667
1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,445.4566667
1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,444.6066667
1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,444.38
1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,519.5833333
1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,521.8433333
1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,571.3966667
1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,304.9666667
1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,573.63
1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,511.58
1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,562.6766667
1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,513.2333333
1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,564.2
1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,433.2233333
1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,432.6666667
1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,428.3833333
1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,427.7533333
1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,482.8766667
1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,295.5066667
1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,476.9133333
1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,482.2566667
1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,476.33
1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,519.1533333
1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,521.6066667
1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,571.31
1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,573.4
1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,433.1533333
1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,482.6133333
1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,432.7966667
1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,295.2566667
1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,482.04
1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,511.3433333
1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,513.0
1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,428.0733333
1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,427.4766667
1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,562.2966667
1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,476.9533333
1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,564.03
1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,476.1266667
1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,425.15
1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,310.52
1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,427.07
1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,493.8933333
1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,495.1
1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,418.5633333
1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,486.6366667
1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,420.01
1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,487.3733333
1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,424.82
1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,426.75
1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,418.1233333
1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,299.77
1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,419.82
1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,493.44
1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,486.57
1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,494.2666667
1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,487.0566667
1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,492.3066667
1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,494.2333333
1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,543.4633333
1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,544.74
1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,492.3533333
1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,310.1533333
1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,543.2166667
1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,493.71
1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,544.75
1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,485.4766667
1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,487.01
1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,485.5233333
1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,486.8266667
1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,535.8
1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,535.86
1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,537.1433333
1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,299.6366667
1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,536.8766667
1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,369.81
1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,368.9866667
1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,433.86
1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,433.0
1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,364.76
1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,428.4133333
1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,363.9366667
1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,427.2433333
1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,414.8466667
1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,305.2833333
1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,414.1733333
1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,408.75
1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,408.0733333
1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,463.39
1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,456.7066667
1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,462.57
1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,455.68
1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,369.4633333
1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,368.63
1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,433.6933333
1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,260.2666667
1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,304.9966667
1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,432.77
1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,414.6866667
1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,463.3466667
1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,413.88
1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,462.4366667
1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,364.3466667
1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,363.56
1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,408.6166667
1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,407.6866667
1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,428.16
1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,310.5766667
1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,456.3633333
1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,427.06
1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,455.4
1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,445.5766667
1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,447.6266667
1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,516.7666667
1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,518.8
1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,439.1066667
1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,508.9833333
1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,440.6733333
1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,310.2166667
1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,510.21
1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,445.4866667
1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,447.6466667
1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,439.02
1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,440.41
1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,516.5866667
1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,508.5466667
1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,518.5666667
1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,509.8033333
1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,384.1966667
1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,305.48
1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,383.26
1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,450.1566667
1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,449.3833333
1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,383.89
1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,450.13
1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,382.98
1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,449.03
1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,381.4033333
1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,380.5266667
1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,381.2133333
1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,310.7933333
1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,380.18
1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,446.64
1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,446.63
1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,445.6666667
1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,445.2133333
1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,426.4166667
1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,428.0266667
1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,494.5966667
1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,495.56
1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,419.7
1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,304.94
1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,487.7366667
1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,421.1133333
1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,488.7733333
1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,370.77
1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,369.68
1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,365.9033333
1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,365.04
1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,434.97
1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,429.6433333
1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,433.9133333
1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,310.29
1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,428.2633333
1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,425.8733333
1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,427.7966667
1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,494.32
1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,495.45
1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,370.5566667
1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,434.6433333
1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,369.6166667
1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,433.9266667
1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,419.3966667
1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,295.59
1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,420.6833333
1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,365.4433333
1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,364.4966667
1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,487.5833333
1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,429.2566667
1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,488.26
1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,428.1566667
1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,519.4133333
1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,521.98
1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,571.51
1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,295.3333333
1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,573.7566667
1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,511.3733333
1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,562.9233333
1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,513.5233333
1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,564.1666667
1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,518.96
1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,521.51
1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,511.4066667
1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,512.7733333
1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,571.4733333
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,295.5266667
1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,562.1866667
1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,573.24
1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,564.1466667
1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,492.3666667
1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,494.34
1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,543.5233333
1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,544.8233333
1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,492.36
1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,543.0833333
1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,493.7033333
1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,266.4833333
1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,295.41
1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,544.58
1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,485.59
1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,486.9733333
1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,485.4366667
1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,487.1166667
1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,535.7066667
1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,535.5533333
1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,537.1133333
1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,536.85
1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,433.2233333
1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,299.69
1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,432.7566667
1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,482.8166667
1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,482.3766667
1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,428.3733333
1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,476.8633333
1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,427.7933333
1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,476.31
1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,414.9966667
1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,414.2433333
1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,408.6833333
1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,299.8433333
1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,407.99
1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,463.31
1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,456.6166667
1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,462.74
1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,455.72
1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,433.2133333
1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,432.6766667
