 prediced Y:tensor([0.0082], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=268.7117614746094
 prediced Y:tensor([637.7667], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=13.433349609375
 prediced Y:tensor([611.5156], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=110.52105712890625
 prediced Y:tensor([609.3177], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=47.984375
 prediced Y:tensor([602.5115], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=21.8848876953125
 prediced Y:tensor([632.0504], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=151.73291015625
 prediced Y:tensor([681.5435], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=101.97320556640625
 prediced Y:tensor([597.2760], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=124.287353515625
 prediced Y:tensor([634.3529], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=78.56378173828125
 prediced Y:tensor([244.7329], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=23.987136840820312
 prediced Y:tensor([617.7905], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=13.66717529296875
 prediced Y:tensor([576.1476], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=65.29098510742188
 prediced Y:tensor([708.7610], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=153.5810546875
 prediced Y:tensor([663.5986], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=107.96527099609375
 prediced Y:tensor([366.1786], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=116.73861694335938
 prediced Y:tensor([599.1092], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=37.26251220703125
 prediced Y:tensor([695.3138], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=4.923828125
 prediced Y:tensor([661.9209], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=16.410888671875
 prediced Y:tensor([551.0729], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=61.89703369140625
 prediced Y:tensor([630.6143], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=68.64434814453125
 prediced Y:tensor([695.2057], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=49.82568359375
 prediced Y:tensor([543.3815], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=34.011474609375
 prediced Y:tensor([598.1675], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=17.29083251953125
 prediced Y:tensor([582.0936], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=30.54974365234375
 prediced Y:tensor([614.4551], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=38.04510498046875
 prediced Y:tensor([695.3248], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=51.29144287109375
 prediced Y:tensor([619.9573], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=63.6173095703125
 prediced Y:tensor([669.9474], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=42.689208984375
 prediced Y:tensor([292.1804], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=31.543731689453125
 prediced Y:tensor([699.1141], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=76.56591796875
 prediced Y:tensor([282.1435], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=32.41349792480469
 prediced Y:tensor([556.6904], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=0.06036376953125
 prediced Y:tensor([536.8931], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=67.853515625
 prediced Y:tensor([619.7184], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=24.44158935546875
 prediced Y:tensor([485.1115], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=26.04180908203125
 prediced Y:tensor([652.0491], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=123.76092529296875
 prediced Y:tensor([656.3891], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=27.15423583984375
 prediced Y:tensor([598.9790], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=91.89434814453125
 prediced Y:tensor([628.0501], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=24.3232421875
 prediced Y:tensor([592.7811], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=59.7022705078125
 prediced Y:tensor([627.5285], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=24.11151123046875
 prediced Y:tensor([278.3133], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=34.03662109375
 prediced Y:tensor([711.7659], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=61.69744873046875
 prediced Y:tensor([313.9370], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=46.0836181640625
 prediced Y:tensor([591.3717], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=82.33837890625
 prediced Y:tensor([258.2454], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=13.812057495117188
 prediced Y:tensor([681.8411], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=105.56439208984375
 prediced Y:tensor([674.3947], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=9.12530517578125
------------------------------
epoch train loss (root of MSE):199.32545471191406
epoch test loss: 170.91905212402344
 prediced Y:tensor([605.1743], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=7.46905517578125
 prediced Y:tensor([721.2956], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=54.514404296875
 prediced Y:tensor([707.2081], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=56.00811767578125
 prediced Y:tensor([640.7815], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=85.14813232421875
 prediced Y:tensor([610.8477], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=29.97100830078125
 prediced Y:tensor([580.6171], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=24.12957763671875
 prediced Y:tensor([690.8551], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=45.47509765625
 prediced Y:tensor([307.3488], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=39.495513916015625
 prediced Y:tensor([711.9808], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=67.94744873046875
 prediced Y:tensor([632.2364], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=89.32696533203125
 prediced Y:tensor([654.9313], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=28.5887451171875
 prediced Y:tensor([738.3588], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=37.3211669921875
 prediced Y:tensor([230.3420], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=38.37800598144531
 prediced Y:tensor([565.6082], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=56.57489013671875
 prediced Y:tensor([637.8399], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=13.80010986328125
 prediced Y:tensor([626.9796], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=46.3529052734375
 prediced Y:tensor([601.1747], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=2.94866943359375
 prediced Y:tensor([541.8059], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=71.1640625
 prediced Y:tensor([683.9285], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=28.7081298828125
 prediced Y:tensor([664.6654], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=57.37127685546875
 prediced Y:tensor([657.1657], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=13.0057373046875
 prediced Y:tensor([610.3309], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=42.1524658203125
 prediced Y:tensor([650.0858], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=2.28759765625
 prediced Y:tensor([654.6399], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=99.45989990234375
 prediced Y:tensor([675.7665], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=14.62353515625
 prediced Y:tensor([638.5570], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=52.31634521484375
 prediced Y:tensor([568.9976], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=7.15093994140625
 prediced Y:tensor([634.2780], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=72.94464111328125
 prediced Y:tensor([289.9893], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=29.3526611328125
 prediced Y:tensor([586.2831], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=29.65313720703125
 prediced Y:tensor([630.3684], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=15.1416015625
 prediced Y:tensor([541.7919], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=30.935272216796875
 prediced Y:tensor([686.7734], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=3.2301025390625
 prediced Y:tensor([711.9883], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=71.52838134765625
 prediced Y:tensor([613.1436], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=56.8035888671875
 prediced Y:tensor([650.6852], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=62.2314453125
 prediced Y:tensor([253.2510], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=8.97430419921875
 prediced Y:tensor([502.5309], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=8.6224365234375
 prediced Y:tensor([521.3033], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=11.93328857421875
 prediced Y:tensor([678.9232], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=104.86016845703125
 prediced Y:tensor([609.4287], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=33.01873779296875
 prediced Y:tensor([590.3359], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=28.40252685546875
 prediced Y:tensor([227.1025], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=17.33087158203125
 prediced Y:tensor([275.8410], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=26.111038208007812
 prediced Y:tensor([599.9282], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=37.958251953125
 prediced Y:tensor([714.2973], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=59.166015625
 prediced Y:tensor([303.4143], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=53.97430419921875
 prediced Y:tensor([647.8326], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=71.555908203125
------------------------------
epoch train loss (root of MSE):206.6103973388672
epoch test loss: 173.49143981933594
 prediced Y:tensor([558.7380], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=49.7047119140625
 prediced Y:tensor([688.4803], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=95.302978515625
 prediced Y:tensor([229.6402], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=39.07975769042969
 prediced Y:tensor([221.0095], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=23.423858642578125
 prediced Y:tensor([591.3678], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=10.49114990234375
 prediced Y:tensor([605.7204], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=1.5970458984375
 prediced Y:tensor([572.5744], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=32.1722412109375
 prediced Y:tensor([583.1443], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=26.51434326171875
 prediced Y:tensor([678.9495], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=27.74945068359375
 prediced Y:tensor([663.5373], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=19.98272705078125
 prediced Y:tensor([714.7952], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=61.01483154296875
 prediced Y:tensor([273.3696], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=23.639572143554688
 prediced Y:tensor([522.9965], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=13.62646484375
 prediced Y:tensor([699.9727], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=55.93939208984375
 prediced Y:tensor([697.0425], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=15.59417724609375
 prediced Y:tensor([285.1797], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=24.543060302734375
 prediced Y:tensor([648.4141], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=3.2259521484375
 prediced Y:tensor([679.1195], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=42.91717529296875
 prediced Y:tensor([559.7656], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=53.204345703125
 prediced Y:tensor([593.6701], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=18.97320556640625
 prediced Y:tensor([648.7352], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=93.55517578125
 prediced Y:tensor([602.1420], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=40.17205810546875
 prediced Y:tensor([596.6586], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=34.72528076171875
 prediced Y:tensor([697.2300], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=13.6866455078125
 prediced Y:tensor([605.6320], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=49.99859619140625
 prediced Y:tensor([601.7893], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=25.37933349609375
 prediced Y:tensor([655.0786], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=57.838134765625
 prediced Y:tensor([601.7745], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=50.7088623046875
 prediced Y:tensor([635.1003], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=55.77301025390625
 prediced Y:tensor([525.2265], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=14.369842529296875
 prediced Y:tensor([232.8978], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=11.378921508789062
 prediced Y:tensor([644.0221], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=0.13787841796875
 prediced Y:tensor([284.1168], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=34.67681884765625
 prediced Y:tensor([633.0900], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=19.28338623046875
 prediced Y:tensor([643.5094], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=78.053955078125
 prediced Y:tensor([722.2202], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=61.2965087890625
 prediced Y:tensor([620.5790], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=39.952392578125
 prediced Y:tensor([657.3768], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=11.996826171875
 prediced Y:tensor([620.1119], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=58.778564453125
 prediced Y:tensor([681.0772], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=9.31280517578125
 prediced Y:tensor([747.7311], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=27.94891357421875
 prediced Y:tensor([722.6872], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=50.776123046875
 prediced Y:tensor([610.9846], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=54.64459228515625
 prediced Y:tensor([290.9675], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=23.1141357421875
 prediced Y:tensor([568.1594], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=6.31268310546875
 prediced Y:tensor([510.6889], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=0.464385986328125
 prediced Y:tensor([636.1288], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=9.3812255859375
 prediced Y:tensor([644.7003], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=68.42364501953125
------------------------------
epoch train loss (root of MSE):208.43482971191406
epoch test loss: 178.2972412109375
 prediced Y:tensor([233.2424], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=35.47761535644531
 prediced Y:tensor([606.5084], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=50.87506103515625
 prediced Y:tensor([548.8206], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=39.7872314453125
 prediced Y:tensor([654.4742], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=10.314208984375
 prediced Y:tensor([676.9696], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=13.42041015625
 prediced Y:tensor([664.8459], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=48.07080078125
 prediced Y:tensor([498.1479], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=13.00543212890625
 prediced Y:tensor([253.0188], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=3.2888031005859375
 prediced Y:tensor([644.9785], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=45.89483642578125
 prediced Y:tensor([598.6213], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=22.2113037109375
 prediced Y:tensor([620.9938], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=24.5162353515625
 prediced Y:tensor([576.9327], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=27.81390380859375
 prediced Y:tensor([566.3469], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=46.623046875
 prediced Y:tensor([719.1357], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=56.67425537109375
 prediced Y:tensor([739.3931], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=44.12359619140625
 prediced Y:tensor([622.1027], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=60.7694091796875
 prediced Y:tensor([629.4874], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=48.86077880859375
 prediced Y:tensor([698.7560], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=23.28070068359375
 prediced Y:tensor([669.6285], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=24.24847412109375
 prediced Y:tensor([540.6702], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=29.813507080078125
 prediced Y:tensor([293.0972], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=25.24383544921875
 prediced Y:tensor([585.2913], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=28.6612548828125
 prediced Y:tensor([276.5425], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=15.90582275390625
 prediced Y:tensor([724.6569], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=59.12640380859375
 prediced Y:tensor([609.0202], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=52.68017578125
 prediced Y:tensor([596.4335], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=34.50018310546875
 prediced Y:tensor([734.2230], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=39.2403564453125
 prediced Y:tensor([616.6223], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=12.4989013671875
 prediced Y:tensor([634.3804], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=58.103759765625
 prediced Y:tensor([703.7538], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=8.88287353515625
 prediced Y:tensor([281.0698], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=31.629791259765625
 prediced Y:tensor([597.4570], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=15.18634033203125
 prediced Y:tensor([510.0555], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=0.685516357421875
 prediced Y:tensor([586.7852], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=5.9085693359375
 prediced Y:tensor([636.7955], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=15.57781982421875
 prediced Y:tensor([612.0847], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=40.398681640625
 prediced Y:tensor([665.9540], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=17.56597900390625
 prediced Y:tensor([690.8142], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=7.2708740234375
 prediced Y:tensor([555.8364], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=6.01031494140625
 prediced Y:tensor([642.2975], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=9.342529296875
 prediced Y:tensor([677.8459], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=33.8126220703125
 prediced Y:tensor([666.7000], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=15.49993896484375
 prediced Y:tensor([187.1673], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=57.266082763671875
 prediced Y:tensor([579.9614], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=17.991455078125
 prediced Y:tensor([214.3702], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=29.906494140625
 prediced Y:tensor([750.5386], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=25.141357421875
 prediced Y:tensor([661.3505], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=60.212890625
 prediced Y:tensor([620.1023], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=64.92230224609375
------------------------------
epoch train loss (root of MSE):212.31854248046875
epoch test loss: 180.9647216796875
 prediced Y:tensor([668.6882], grad_fn=<AddBackward0>), Real Y:tensor([651.2000]) loss=17.48822021484375
 prediced Y:tensor([218.7926], grad_fn=<AddBackward0>), Real Y:tensor([244.2767]) loss=25.484115600585938
 prediced Y:tensor([608.0490], grad_fn=<AddBackward0>), Real Y:tensor([561.3333]) loss=46.7156982421875
 prediced Y:tensor([650.3633], grad_fn=<AddBackward0>), Real Y:tensor([645.3800]) loss=4.9832763671875
 prediced Y:tensor([695.1337], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=17.50299072265625
 prediced Y:tensor([252.3355], grad_fn=<AddBackward0>), Real Y:tensor([249.7300]) loss=2.60546875
 prediced Y:tensor([662.0151], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=59.5482177734375
 prediced Y:tensor([508.9673], grad_fn=<AddBackward0>), Real Y:tensor([509.3700]) loss=0.402679443359375
 prediced Y:tensor([235.5140], grad_fn=<AddBackward0>), Real Y:tensor([268.7200]) loss=33.20600891113281
 prediced Y:tensor([611.0432], grad_fn=<AddBackward0>), Real Y:tensor([580.6266]) loss=30.41650390625
 prediced Y:tensor([269.9996], grad_fn=<AddBackward0>), Real Y:tensor([260.6367]) loss=9.3629150390625
 prediced Y:tensor([691.6860], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=8.14263916015625
 prediced Y:tensor([730.6118], grad_fn=<AddBackward0>), Real Y:tensor([775.8100]) loss=45.19818115234375
 prediced Y:tensor([502.3792], grad_fn=<AddBackward0>), Real Y:tensor([511.1533]) loss=8.774078369140625
 prediced Y:tensor([198.4761], grad_fn=<AddBackward0>), Real Y:tensor([244.4333]) loss=45.957275390625
 prediced Y:tensor([627.1141], grad_fn=<AddBackward0>), Real Y:tensor([576.2767]) loss=50.83746337890625
 prediced Y:tensor([679.2050], grad_fn=<AddBackward0>), Real Y:tensor([644.0333]) loss=35.17169189453125
 prediced Y:tensor([286.5972], grad_fn=<AddBackward0>), Real Y:tensor([249.4400]) loss=37.157196044921875
 prediced Y:tensor([682.7510], grad_fn=<AddBackward0>), Real Y:tensor([712.9167]) loss=30.1656494140625
 prediced Y:tensor([674.0103], grad_fn=<AddBackward0>), Real Y:tensor([683.5200]) loss=9.50970458984375
 prediced Y:tensor([592.9609], grad_fn=<AddBackward0>), Real Y:tensor([580.8766]) loss=12.08428955078125
 prediced Y:tensor([286.1648], grad_fn=<AddBackward0>), Real Y:tensor([267.8533]) loss=18.311431884765625
 prediced Y:tensor([635.7171], grad_fn=<AddBackward0>), Real Y:tensor([652.3734]) loss=16.65625
 prediced Y:tensor([598.7549], grad_fn=<AddBackward0>), Real Y:tensor([612.6433]) loss=13.88836669921875
 prediced Y:tensor([688.8135], grad_fn=<AddBackward0>), Real Y:tensor([722.0367]) loss=33.22314453125
 prediced Y:tensor([577.4246], grad_fn=<AddBackward0>), Real Y:tensor([561.9700]) loss=15.45465087890625
 prediced Y:tensor([643.9805], grad_fn=<AddBackward0>), Real Y:tensor([651.6400]) loss=7.6595458984375
 prediced Y:tensor([595.6713], grad_fn=<AddBackward0>), Real Y:tensor([604.7466]) loss=9.0753173828125
 prediced Y:tensor([590.9610], grad_fn=<AddBackward0>), Real Y:tensor([556.3400]) loss=34.6209716796875
 prediced Y:tensor([683.3105], grad_fn=<AddBackward0>), Real Y:tensor([690.3900]) loss=7.0794677734375
 prediced Y:tensor([607.5488], grad_fn=<AddBackward0>), Real Y:tensor([576.4100]) loss=31.13885498046875
 prediced Y:tensor([522.7097], grad_fn=<AddBackward0>), Real Y:tensor([510.8567]) loss=11.852996826171875
 prediced Y:tensor([740.8548], grad_fn=<AddBackward0>), Real Y:tensor([783.5167]) loss=42.661865234375
 prediced Y:tensor([559.9208], grad_fn=<AddBackward0>), Real Y:tensor([561.8467]) loss=1.9259033203125
 prediced Y:tensor([533.0945], grad_fn=<AddBackward0>), Real Y:tensor([509.0333]) loss=24.0611572265625
 prediced Y:tensor([725.5334], grad_fn=<AddBackward0>), Real Y:tensor([783.7833]) loss=58.24993896484375
 prediced Y:tensor([657.6680], grad_fn=<AddBackward0>), Real Y:tensor([644.1600]) loss=13.50799560546875
 prediced Y:tensor([623.7496], grad_fn=<AddBackward0>), Real Y:tensor([652.4833]) loss=28.7337646484375
 prediced Y:tensor([590.2881], grad_fn=<AddBackward0>), Real Y:tensor([561.9333]) loss=28.35479736328125
 prediced Y:tensor([673.3725], grad_fn=<AddBackward0>), Real Y:tensor([690.8734]) loss=17.5008544921875
 prediced Y:tensor([577.7725], grad_fn=<AddBackward0>), Real Y:tensor([556.6300]) loss=21.14251708984375
 prediced Y:tensor([592.0243], grad_fn=<AddBackward0>), Real Y:tensor([612.9700]) loss=20.9456787109375
 prediced Y:tensor([621.8799], grad_fn=<AddBackward0>), Real Y:tensor([555.1800]) loss=66.699951171875
 prediced Y:tensor([602.8732], grad_fn=<AddBackward0>), Real Y:tensor([555.6334]) loss=47.2398681640625
 prediced Y:tensor([736.5928], grad_fn=<AddBackward0>), Real Y:tensor([773.4633]) loss=36.8704833984375
 prediced Y:tensor([635.1049], grad_fn=<AddBackward0>), Real Y:tensor([645.5100]) loss=10.4051513671875
 prediced Y:tensor([759.7809], grad_fn=<AddBackward0>), Real Y:tensor([775.6800]) loss=15.8990478515625
 prediced Y:tensor([615.3723], grad_fn=<AddBackward0>), Real Y:tensor([604.1234]) loss=11.2489013671875
------------------------------
epoch train loss (root of MSE):212.59326171875
epoch test loss: 182.972412109375
 prediced Y:tensor([706.2009], grad_fn=<AddBackward0>), Real Y:tensor([712.6367]) loss=6.435791015625
 prediced Y:tensor([680.8405], grad_fn=<AddBackward0>), Real Y:tensor([721.5634]) loss=40.72283935546875
 prediced Y:tensor([698.1071], grad_fn=<AddBackward0>), Real Y:tensor([683.5433]) loss=14.563720703125
